"Day","Items","Note","Amount"
"29","Services","Revenue - Service Sales Order ID: 2429","180000"
"29","Rental Expense","Cash Payment - RentalNew York","(10720)"
"29","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"29","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"29","Rental Expense","Cash Payment - RentalMiami","(4800)"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3206","(75000)"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3206","(85000)"
"28","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3206","(95000)"
"28","Human Resource Expense","Counselled","(2000)"
"28","Wholesales (B2B)","Revenue - B2B SO ID: 2593","442841"
"28","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"28","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"28","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"28","Salary Expense","Cash Payment - Salary Expense","(21616)"
"28","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3239","(300)"
"28","Sales E Commerce","Revenue - E-Commerce Sales","13589"
"28","Overdraft","Repayment","(625000)"
"28","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3380","(300)"
"28","Sales E Commerce","Revenue - E-Commerce Sales","15864"
"28","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"28","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"28","Retail","Revenue - Retail Sales New York - Mouthwash","20493"
"28","Retail","Revenue - Retail Sales New York - Body Wash","19890"
"28","Retail","Revenue - Retail Sales New York - Shampoo","13792"
"28","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13851"
"28","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15540"
"28","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13824"
"28","Retail","Revenue - Retail Sales Detroit - Mouthwash","8034"
"28","Retail","Revenue - Retail Sales Detroit - Body Wash","7830"
"28","Retail","Revenue - Retail Sales Detroit - Shampoo","7688"
"28","Services","Revenue - Service Sales Order ID: 2577","12000"
"28","Interest Expense","Cash Payment - Interest - For Overdraft","(2055)"
"28","Rental Expense","Cash Payment - RentalNew York","(10720)"
"28","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"28","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"28","Rental Expense","Cash Payment - RentalMiami","(4800)"
"27","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3210","(45000)"
"27","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3210","(57000)"
"27","Wholesales (B2B)","Revenue - B2B SO ID: 2005","362610"
"27","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 2005","(30000)"
"27","Wholesales (B2B)","Revenue - B2B SO ID: 2918","138720"
"27","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3392","(134058)"
"27","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3392","(312803)"
"27","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3392","(257446)"
"27","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3392","(369888)"
"27","Overdraft","","1250000"
"27","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3392","(340365)"
"27","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3393","(369284)"
"27","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3393","(423398)"
"27","Overdraft","","625000"
"27","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3393","(549679)"
"27","Human Resource Expense","Counselled","(2000)"
"27","Human Resource Expense","Counselled","(2000)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"27","Salary Expense","Cash Payment - Salary Expense","(21616)"
"27","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3089","(600)"
"27","Sales E Commerce","Revenue - E-Commerce Sales","30341"
"27","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3214","(500)"
"27","Sales E Commerce","Revenue - E-Commerce Sales","23014"
"27","Retail","Revenue - Retail Sales New York - Mouthwash","20088"
"27","Retail","Revenue - Retail Sales New York - Body Wash","19500"
"27","Retail","Revenue - Retail Sales New York - Shampoo","13536"
"27","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13986"
"27","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15690"
"27","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13952"
"27","Retail","Revenue - Retail Sales Detroit - Mouthwash","8294"
"27","Retail","Revenue - Retail Sales Detroit - Body Wash","8149"
"27","Retail","Revenue - Retail Sales Detroit - Shampoo","7595"
"27","Services","Revenue - Service Sales Order ID: 2122","288000"
"27","Interest Expense","Cash Payment - Interest - For Overdraft","(3082)"
"27","Rental Expense","Cash Payment - RentalNew York","(10720)"
"27","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"27","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"27","Rental Expense","Cash Payment - RentalMiami","(4800)"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2916","(46350)"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2916","(58140)"
"26","Overdraft","","1250000"
"26","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 3055","(494400)"
"26","Wholesales (B2B)","Revenue - B2B SO ID: 2923","681919"
"26","Overdraft","Repayment","(625000)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"26","Salary Expense","Cash Payment - Salary Expense","(21616)"
"26","Retail","Revenue - Retail Sales New York - Mouthwash","19305"
"26","Overdraft","Repayment","(625000)"
"26","Retail","Revenue - Retail Sales New York - Body Wash","18180"
"26","Retail","Revenue - Retail Sales New York - Shampoo","12480"
"26","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14850"
"26","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15210"
"26","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14400"
"26","Retail","Revenue - Retail Sales Detroit - Mouthwash","8892"
"26","Retail","Revenue - Retail Sales Detroit - Body Wash","8149"
"26","Retail","Revenue - Retail Sales Detroit - Shampoo","8649"
"26","Services","Revenue - Service Sales Order ID: 1997","120000"
"26","Rental Expense","Cash Payment - RentalNew York","(10720)"
"26","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(120)"
"26","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"26","Rental Expense","Cash Payment - RentalMiami","(4800)"
"25","Human Resource Expense","Attended Training","(15000)"
"25","Human Resource Expense","Attended Training","(15000)"
"25","Human Resource Expense","Attended Training","(15000)"
"25","Human Resource Expense","Attended Training","(15000)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"25","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"25","Salary Expense","Cash Payment - Salary Expense","(21616)"
"25","Retail","Revenue - Retail Sales New York - Mouthwash","20493"
"25","Retail","Revenue - Retail Sales New York - Body Wash","20070"
"25","Retail","Revenue - Retail Sales New York - Shampoo","13792"
"25","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14850"
"25","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15840"
"25","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14400"
"25","Retail","Revenue - Retail Sales Detroit - Mouthwash","8242"
"25","Retail","Revenue - Retail Sales Detroit - Body Wash","7743"
"25","Retail","Revenue - Retail Sales Detroit - Shampoo","7688"
"25","Rental Expense","Cash Payment - RentalNew York","(10720)"
"25","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(210)"
"25","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"25","Rental Expense","Cash Payment - RentalMiami","(4800)"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2576","(45000)"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2576","(57000)"
"24","Human Resource Expense","Attended Training","(15000)"
"24","Human Resource Expense","Attended Training","(15000)"
"24","Human Resource Expense","Attended Training","(15000)"
"24","Human Resource Expense","Attended Training","(15000)"
"24","Human Resource Expense","Attended Training","(15000)"
"24","Human Resource Expense","Attended Training","(15000)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"24","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"24","Salary Expense","Cash Payment - Salary Expense","(21616)"
"24","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2745","(200)"
"24","Sales E Commerce","Revenue - E-Commerce Sales","10271"
"24","Retail","Revenue - Retail Sales New York - Mouthwash","18900"
"24","Retail","Revenue - Retail Sales New York - Body Wash","18750"
"24","Retail","Revenue - Retail Sales New York - Shampoo","12192"
"24","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13284"
"24","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15390"
"24","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15136"
"24","Retail","Revenue - Retail Sales Detroit - Mouthwash","8086"
"24","Retail","Revenue - Retail Sales Detroit - Body Wash","7917"
"24","Retail","Revenue - Retail Sales Detroit - Shampoo","7781"
"24","Rental Expense","Cash Payment - RentalNew York","(10720)"
"24","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(300)"
"24","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"24","Rental Expense","Cash Payment - RentalMiami","(4800)"
"23","Wholesales (B2B)","Revenue - B2B SO ID: 1999","1027600"
"23","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1999","(45000)"
"23","Human Resource Expense","Attended Training","(15000)"
"23","Human Resource Expense","Attended Training","(15000)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"23","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"23","Salary Expense","Cash Payment - Salary Expense","(21616)"
"23","Retail","Revenue - Retail Sales New York - Mouthwash","18900"
"23","Overdraft","Repayment","(1088868)"
"23","Retail","Revenue - Retail Sales New York - Body Wash","19320"
"23","Retail","Revenue - Retail Sales New York - Shampoo","12928"
"23","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","14148"
"23","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16380"
"23","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14592"
"23","Retail","Revenue - Retail Sales Detroit - Mouthwash","7930"
"23","Retail","Revenue - Retail Sales Detroit - Body Wash","7772"
"23","Retail","Revenue - Retail Sales Detroit - Shampoo","7533"
"23","Rental Expense","Cash Payment - RentalNew York","(10720)"
"23","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(390)"
"23","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"23","Rental Expense","Cash Payment - RentalMiami","(4800)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2275","(45000)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2275","(51000)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2275","(57000)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2355","(49500)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2355","(54570)"
"22","Overdraft","","786133"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2355","(57570)"
"22","Human Resource Expense","Counselled","(2000)"
"22","Human Resource Expense","Counselled","(2000)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"22","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"22","Salary Expense","Cash Payment - Salary Expense","(21616)"
"22","Retail","Revenue - Retail Sales New York - Mouthwash","19089"
"22","Overdraft","Repayment","(625000)"
"22","Retail","Revenue - Retail Sales New York - Body Wash","19500"
"22","Retail","Revenue - Retail Sales New York - Shampoo","13312"
"22","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13608"
"22","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16710"
"22","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13856"
"22","Retail","Revenue - Retail Sales Detroit - Mouthwash","7776"
"22","Retail","Revenue - Retail Sales Detroit - Body Wash","8280"
"22","Retail","Revenue - Retail Sales Detroit - Shampoo","7968"
"22","Services","Revenue - Service Sales Order ID: 1285","336000"
"22","Services","Revenue - Service Sales Order ID: 1979","60000"
"22","Interest Expense","Cash Payment - Interest - For Overdraft","(1790)"
"22","Rental Expense","Cash Payment - RentalNew York","(10720)"
"22","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee Detroit","(450)"
"22","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"22","Rental Expense","Cash Payment - RentalMiami","(4800)"
"21","Wholesales (B2B)","Revenue - B2B SO ID: 549","1763845"
"21","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 549","(55000)"
"21","Marketing Expense","Cash Payment - Marketing Report","(20000)"
"21","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2442","(34583)"
"21","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2442","(80694)"
"21","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2442","(288192)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2443","(396840)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"21","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"21","Salary Expense","Cash Payment - Salary Expense","(21616)"
"21","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2286","(500)"
"21","Sales E Commerce","Revenue - E-Commerce Sales","27132"
"21","Overdraft","Repayment","(625000)"
"21","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"21","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"21","Retail","Revenue - Retail Sales New York - Mouthwash","19467"
"21","Overdraft","Repayment","(625000)"
"21","Retail","Revenue - Retail Sales New York - Body Wash","18750"
"21","Retail","Revenue - Retail Sales New York - Shampoo","12832"
"21","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13311"
"21","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15600"
"21","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14432"
"21","Retail","Revenue - Retail Sales Detroit - Mouthwash","8019"
"21","Retail","Revenue - Retail Sales Detroit - Body Wash","7710"
"21","Retail","Revenue - Retail Sales Detroit - Shampoo","7552"
"21","Interest Expense","Cash Payment - Interest - For Overdraft","(1525)"
"21","Rental Expense","Cash Payment - RentalNew York","(10720)"
"21","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"21","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"21","Rental Expense","Cash Payment - RentalMiami","(4800)"
"20","Human Resource Expense","Counselled","(2000)"
"20","Human Resource Expense","Counselled","(2000)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"20","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"20","Salary Expense","Cash Payment - Salary Expense","(21616)"
"20","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2003","(600)"
"20","Sales E Commerce","Revenue - E-Commerce Sales","30900"
"20","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2149","(400)"
"20","Sales E Commerce","Revenue - E-Commerce Sales","17643"
"20","Retail","Revenue - Retail Sales New York - Mouthwash","20277"
"20","Retail","Revenue - Retail Sales New York - Body Wash","19320"
"20","Retail","Revenue - Retail Sales New York - Shampoo","12704"
"20","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13176"
"20","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16230"
"20","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14592"
"20","Retail","Revenue - Retail Sales Detroit - Mouthwash","8343"
"20","Retail","Revenue - Retail Sales Detroit - Body Wash","8130"
"20","Retail","Revenue - Retail Sales Detroit - Shampoo","8032"
"20","Services","Revenue - Service Sales Order ID: 1398","144000"
"20","Interest Expense","Cash Payment - Interest - For Overdraft","(3580)"
"20","Rental Expense","Cash Payment - RentalNew York","(10720)"
"20","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"20","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"20","Rental Expense","Cash Payment - RentalMiami","(4800)"
"19","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2128","(19080)"
"19","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2128","(35616)"
"19","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2128","(127200)"
"19","Overdraft","","322266"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2129","(219526)"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2132","(45000)"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2132","(51000)"
"19","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2132","(57000)"
"19","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"19","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"19","Salary Expense","Cash Payment - Salary Expense","(20608)"
"19","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 1969","(800)"
"19","Sales E Commerce","Revenue - E-Commerce Sales","37620"
"19","Retail","Revenue - Retail Sales New York - Mouthwash","18684"
"19","Retail","Revenue - Retail Sales New York - Body Wash","19890"
"19","Retail","Revenue - Retail Sales New York - Shampoo","13440"
"19","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13743"
"19","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15120"
"19","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15168"
"19","Retail","Revenue - Retail Sales Detroit - Mouthwash","7857"
"19","Retail","Revenue - Retail Sales Detroit - Body Wash","8130"
"19","Retail","Revenue - Retail Sales Detroit - Shampoo","7808"
"19","Services","Revenue - Service Sales Order ID: 1018","120000"
"19","Interest Expense","Cash Payment - Interest - For Overdraft","(3580)"
"19","Rental Expense","Cash Payment - RentalNew York","(10720)"
"19","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"19","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"19","Rental Expense","Cash Payment - RentalMiami","(4800)"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1652","(53100)"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1652","(53040)"
"18","Overdraft","","644531"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1652","(58710)"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1673","(83250)"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1673","(94350)"
"18","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1673","(103550)"
"18","Human Resource Expense","Attended Training","(15000)"
"18","Human Resource Expense","Attended Training","(15000)"
"18","Human Resource Expense","Attended Training","(15000)"
"18","Human Resource Expense","Attended Training","(15000)"
"18","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"18","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"18","Salary Expense","Cash Payment - Salary Expense","(20608)"
"18","Retail","Revenue - Retail Sales New York - Mouthwash","19467"
"18","Retail","Revenue - Retail Sales New York - Body Wash","18180"
"18","Retail","Revenue - Retail Sales New York - Shampoo","12064"
"18","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13176"
"18","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15750"
"18","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14144"
"18","Retail","Revenue - Retail Sales Detroit - Mouthwash","7776"
"18","Retail","Revenue - Retail Sales Detroit - Body Wash","8190"
"18","Retail","Revenue - Retail Sales Detroit - Shampoo","7872"
"18","Interest Expense","Cash Payment - Interest - For Overdraft","(3050)"
"18","Rental Expense","Cash Payment - RentalNew York","(10720)"
"18","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"18","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"18","Rental Expense","Cash Payment - RentalMiami","(4800)"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Human Resource Expense","Attended Training","(15000)"
"17","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"17","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
